id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsiveness,sensation,cannabis
988,-0.07854,-0.48246000000000006,-0.6111300000000001,1.72012,0.63779,0.44585,-1.34289,-2.18109,1.29221,1.2247,1
989,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.02119,-1.50796,0.44585,-0.01729,-0.89891,-0.71126,0.07987000000000001,1
990,-0.07854,-0.48246000000000006,0.45468000000000003,-0.79151,0.0033200000000000005,0.14143,-1.07533,-0.27607,1.29221,1.2247,1
991,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.72012,-0.57545,1.6565299999999998,0.13136,-0.40581,0.88113,1.2247,1
992,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.31287,1.74091,0.29338000000000003,-0.7609600000000001,-1.7816900000000002,1.8620299999999999,1.92173,1
993,1.82213,-0.48246000000000006,-0.059210000000000006,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21711999999999998,-0.21575,1
994,-0.07854,-0.48246000000000006,0.45468000000000003,-1.1943,0.80523,1.43533,2.23427,1.1340700000000001,-0.21711999999999998,0.40148,1
995,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.52135,0.80523,0.7233,0.9415600000000001,-0.78155,0.52975,1.2247,1
996,-0.9519700000000001,-0.48246000000000006,1.16365,-0.79151,-0.30033000000000004,-0.31776,-0.91699,-0.14277,0.52975,0.7654,1
997,-0.9519700000000001,-0.48246000000000006,1.16365,-0.79151,0.9624799999999999,-0.45174,0.43851999999999997,0.7583,0.88113,0.7654,1
998,-0.07854,-0.48246000000000006,1.16365,1.13281,-0.30033000000000004,0.8830899999999999,-0.60633,0.9394899999999999,-0.21711999999999998,0.07987000000000001,1
999,-0.07854,0.48246000000000006,1.98437,-1.05308,0.80523,-0.31776,-0.15487,0.9394899999999999,-0.21711999999999998,-0.52593,1
1000,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.67825,0.47617,-0.17779,0.13136,1.46191,-0.71126,-1.18084,1
1001,-0.9519700000000001,-0.48246000000000006,-1.7379,1.23461,-1.09207,-0.31776,-0.15487,-0.65253,1.29221,0.7654,1
1002,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.051879999999999996,0.9624799999999999,-1.2755299999999998,-2.35413,-0.89891,1.29221,1.92173,1
1003,1.09449,0.48246000000000006,-0.6111300000000001,-0.34799,0.16767,0.14143,0.43851999999999997,0.7583,-1.37983,-1.18084,1
1004,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,2.127,-1.7625,-0.31776,-1.47955,0.25953000000000004,-1.37983,-0.52593,1
1005,-0.9519700000000001,-0.48246000000000006,-1.22751,1.8399,-2.21069,-1.1190200000000001,-0.45321000000000006,-3.4643599999999997,-0.21711999999999998,-1.18084,1
1006,-0.9519700000000001,-0.48246000000000006,-1.22751,0.82562,-1.50796,-1.82919,-0.01729,-1.6410099999999999,1.29221,1.2247,1
1007,-0.9519700000000001,0.48246000000000006,-1.22751,1.8399,-0.9477899999999999,0.8830899999999999,0.13136,-0.89891,-0.71126,-0.52593,0
1008,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.051879999999999996,0.16767,1.6565299999999998,0.9415600000000001,-0.00665,0.19268,0.40148,1
1009,1.09449,-0.48246000000000006,1.16365,0.62967,-1.23177,-0.58331,-0.45321000000000006,-1.13788,-0.21711999999999998,-0.21575,1
1010,-0.9519700000000001,0.48246000000000006,-1.22751,1.23461,0.9624799999999999,0.44585,-0.30172,-0.27607,0.52975,0.40148,1
1011,1.09449,-0.48246000000000006,0.45468000000000003,-0.67825,0.0033200000000000005,-0.019280000000000002,-0.01729,0.41594,-2.55524,-0.52593,1
1012,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,-0.58016,1.45421,1.8851099999999998,1.2861,-0.78155,0.19268,1.92173,1
1013,-0.07854,-0.48246000000000006,-0.6111300000000001,1.8399,-1.23177,0.44585,-0.7609600000000001,-1.3850200000000001,0.19268,-1.18084,1
1014,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.62967,0.32197,0.14143,0.13136,-0.14277,0.19268,0.7654,1
1015,-0.07854,-0.48246000000000006,-0.6111300000000001,-0.79151,2.127,0.8830899999999999,0.43851999999999997,-0.65253,1.8620299999999999,1.92173,1
1016,1.09449,-0.48246000000000006,0.45468000000000003,-1.1943,0.63779,2.44904,0.7609600000000001,1.3061200000000002,-1.37983,0.07987000000000001,1
1017,-0.9519700000000001,-0.48246000000000006,-0.059210000000000006,-2.21844,2.57309,1.8851099999999998,0.13136,1.6308799999999999,0.19268,0.7654,1
1018,-0.07854,-0.48246000000000006,-0.6111300000000001,0.31287,-2.5383,-0.8473200000000001,-1.6209,-2.57309,0.88113,0.07987000000000001,1
1019,-0.9519700000000001,0.48246000000000006,-1.22751,-0.34799,-1.23177,-0.97631,0.43851999999999997,1.1340700000000001,-0.71126,-2.07848,1
1020,-0.07854,-0.48246000000000006,-1.22751,0.22393000000000002,1.58487,0.29338000000000003,-1.47955,-0.00665,-0.21711999999999998,0.7654,1
1021,0.49788000000000004,0.48246000000000006,-0.6111300000000001,0.9109299999999999,-1.37639,-1.42424,-0.45321000000000006,-0.78155,0.19268,-2.07848,1
1022,-0.9519700000000001,-0.48246000000000006,0.45468000000000003,0.13606,-0.9477899999999999,1.0623799999999999,-1.92595,0.7583,-0.21711999999999998,-0.52593,1
1023,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,2.127,-2.72827,-1.1190200000000001,-0.45321000000000006,-2.4231700000000003,-0.71126,-0.8463700000000001,1
1024,-0.9519700000000001,-0.48246000000000006,-1.22751,1.37297,-0.15487,1.6565299999999998,-0.91699,-0.40581,-0.21711999999999998,0.07987000000000001,1
1025,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.67825,-0.30033000000000004,1.0623799999999999,-1.07533,-2.4231700000000003,1.29221,0.7654,1
1026,-0.9519700000000001,0.48246000000000006,-1.22751,0.31287,-1.09207,0.44585,0.59042,-0.65253,0.88113,0.07987000000000001,1
1027,-0.9519700000000001,0.48246000000000006,0.45468000000000003,-1.1943,-0.9477899999999999,-0.71727,-0.30172,-0.40581,-0.21711999999999998,-0.52593,1
1028,1.09449,-0.48246000000000006,1.98437,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,1
1029,0.49788000000000004,0.48246000000000006,0.45468000000000003,0.62967,0.32197,-0.45174,-0.01729,0.5848899999999999,1.29221,1.2247,1
1030,-0.9519700000000001,0.48246000000000006,1.16365,-0.34799,0.80523,0.58331,0.59042,1.3061200000000002,-0.21711999999999998,1.92173,1
1031,-0.9519700000000001,0.48246000000000006,0.45468000000000003,0.52135,-0.9477899999999999,-0.8473200000000001,-1.07533,-0.40581,-0.21711999999999998,0.40148,1
1032,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,1
1033,-0.07854,-0.48246000000000006,-0.6111300000000001,0.22393000000000002,-1.37639,-0.17779,-1.07533,-1.3850200000000001,1.29221,0.40148,1
1034,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.22393000000000002,-0.69509,0.14143,-0.60633,-0.27607,0.19268,0.40148,1
1035,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,1.23461,-0.57545,0.44585,-0.60633,-1.0145,0.52975,1.92173,1
1036,-0.9519700000000001,-0.48246000000000006,-0.059210000000000006,0.52135,0.47617,1.8851099999999998,-0.01729,-0.52745,0.52975,0.7654,1
1037,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,0.52135,0.80523,0.8830899999999999,-0.15487,-0.27607,1.29221,1.2247,1
1038,-0.07854,-0.48246000000000006,-0.6111300000000001,-2.05048,0.47617,0.58331,0.59042,0.7583,-1.37983,-0.8463700000000001,1
1039,0.49788000000000004,0.48246000000000006,1.16365,1.23461,-1.50796,-0.019280000000000002,2.75696,-0.78155,-0.21711999999999998,-2.07848,1
1040,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,0.22393000000000002,-0.80615,0.7233,2.23427,1.1340700000000001,0.52975,1.2247,1
1041,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.73545,-0.15487,0.58331,-0.7609600000000001,0.41594,-0.71126,0.07987000000000001,1
1042,0.49788000000000004,0.48246000000000006,1.16365,0.62967,-0.15487,-1.97495,-0.15487,-1.0145,0.88113,0.40148,1
1043,0.49788000000000004,-0.48246000000000006,0.45468000000000003,0.22393000000000002,-2.11437,-2.09015,-1.34289,-1.3850200000000001,1.8620299999999999,0.7654,0
1044,-0.07854,-0.48246000000000006,-0.6111300000000001,1.02119,-0.57545,0.14143,0.9415600000000001,-0.52745,0.88113,-0.21575,1
1045,-0.07854,0.48246000000000006,1.16365,0.9109299999999999,-0.43998999999999994,-1.42424,0.7609600000000001,-0.65253,-1.37983,-0.52593,1
1046,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.73545,1.2861,1.43533,0.9415600000000001,-0.89891,1.29221,1.2247,1
1047,-0.07854,0.48246000000000006,1.16365,1.37297,1.2861,1.8851099999999998,-2.5383,-1.25773,1.29221,1.2247,1
1048,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.23461,-1.23177,0.44585,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998,1
1049,-0.9519700000000001,-0.48246000000000006,1.16365,-1.43907,2.57309,0.44585,-0.7609600000000001,0.5848899999999999,0.88113,1.92173,1
1050,-0.9519700000000001,-0.48246000000000006,-0.059210000000000006,-1.1943,0.63779,-0.019280000000000002,0.28783000000000003,-0.52745,-0.21711999999999998,-0.52593,1
1051,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,1.02119,0.47617,1.43533,1.6110799999999998,-0.65253,0.88113,0.7654,1
1052,-0.07854,-0.48246000000000006,1.98437,-1.5507799999999998,-0.15487,0.7233,-1.92595,0.25953000000000004,0.19268,1.2247,1
1053,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.67825,-0.43998999999999994,-0.97631,-0.30172,-0.27607,-0.21711999999999998,-0.21575,1
1054,-0.9519700000000001,-0.48246000000000006,-1.22751,1.23461,-0.57545,-1.55521,-1.92595,-2.04506,1.29221,1.92173,1
1055,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,0.41667,-0.57545,0.44585,-0.30172,-0.40581,-0.21711999999999998,-0.21575,1
1056,-0.07854,-0.48246000000000006,-1.7379,-0.79151,1.2861,1.6565299999999998,-0.60633,0.5848899999999999,0.19268,0.40148,1
1057,-0.07854,0.48246000000000006,-0.6111300000000001,0.22393000000000002,-0.15487,0.7233,0.59042,1.46191,-1.37983,-1.18084,1
1058,0.49788000000000004,0.48246000000000006,-1.22751,0.31287,-1.23177,-1.1190200000000001,-1.772,-1.3850200000000001,0.19268,0.40148,1
1059,-0.9519700000000001,-0.48246000000000006,0.45468000000000003,0.73545,-1.09207,-1.2755299999999998,-0.45321000000000006,-0.40581,0.52975,0.40148,1
1060,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.58016,-0.15487,0.7233,0.9415600000000001,-0.27607,-0.71126,0.40148,1
1061,1.09449,0.48246000000000006,1.16365,-0.58016,0.0033200000000000005,1.6565299999999998,0.59042,0.9394899999999999,-1.37983,-0.52593,1
1062,-0.9519700000000001,0.48246000000000006,-1.22751,-0.24649000000000001,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987000000000001,0
1063,-0.9519700000000001,0.48246000000000006,0.45468000000000003,1.23461,1.9388599999999998,1.6565299999999998,-0.15487,-0.52745,1.29221,1.2247,1
1064,-0.07854,-0.48246000000000006,-0.6111300000000001,-1.69163,-0.15487,0.8830899999999999,-1.47955,0.41594,-0.21711999999999998,0.07987000000000001,1
1065,-0.07854,-0.48246000000000006,1.16365,-0.67825,0.63779,1.6565299999999998,0.59042,0.5848899999999999,-0.21711999999999998,1.2247,1
1066,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-3.15735,0.47617,1.24033,1.11406,-1.13788,0.88113,0.7654,1
1067,0.49788000000000004,0.48246000000000006,-1.43719,1.23461,-0.69509,0.58331,0.28783000000000003,1.6308799999999999,-1.37983,-1.5485799999999998,1
1068,0.49788000000000004,-0.48246000000000006,0.45468000000000003,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,0
1069,-0.9519700000000001,-0.48246000000000006,-1.22751,-1.69163,0.9624799999999999,-0.019280000000000002,-0.01729,-0.89891,0.88113,0.07987000000000001,1
1070,-0.07854,0.48246000000000006,1.98437,-0.92104,0.0033200000000000005,1.0623799999999999,2.03972,2.04506,-1.37983,-0.21575,1
1071,-0.07854,0.48246000000000006,1.16365,-0.051879999999999996,-1.37639,-0.45174,-0.15487,1.3061200000000002,-0.21711999999999998,-1.18084,1
1072,-0.9519700000000001,-0.48246000000000006,1.16365,0.41667,0.0033200000000000005,0.29338000000000003,-0.60633,0.12330999999999999,0.88113,0.07987000000000001,1
1073,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.46725,-0.43998999999999994,1.0623799999999999,0.13136,-1.3850200000000001,-0.21711999999999998,0.7654,1
1074,-0.9519700000000001,0.48246000000000006,1.16365,1.6038299999999999,-1.50796,-0.17779,0.28783000000000003,-0.40581,-0.71126,-1.5485799999999998,0
1075,0.49788000000000004,0.48246000000000006,1.98437,-0.67825,0.32197,-0.019280000000000002,-0.30172,1.46191,-1.37983,-1.5485799999999998,0
1076,0.49788000000000004,-0.48246000000000006,-1.22751,0.31287,-0.69509,-0.45174,-0.45321000000000006,-0.14277,0.19268,0.7654,1
1077,-0.9519700000000001,-0.48246000000000006,-1.43719,-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,1
1078,0.49788000000000004,0.48246000000000006,-0.059210000000000006,0.41667,0.0033200000000000005,-0.97631,0.13136,-0.14277,-1.37983,-1.18084,1
1079,-0.07854,0.48246000000000006,0.45468000000000003,1.8399,-1.92173,1.8851099999999998,-0.91699,0.25953000000000004,0.19268,1.92173,1
1080,1.09449,-0.48246000000000006,-0.059210000000000006,-1.5507799999999998,0.9624799999999999,-0.31776,-0.45321000000000006,0.25953000000000004,-0.21711999999999998,-1.5485799999999998,0
1081,0.49788000000000004,0.48246000000000006,-0.059210000000000006,0.52135,-1.37639,-1.42424,0.13136,-1.13788,-1.37983,-1.18084,1
1082,-0.07854,0.48246000000000006,1.16365,0.31287,1.74091,-0.17779,0.28783000000000003,0.5848899999999999,0.52975,0.7654,0
1083,-0.9519700000000001,0.48246000000000006,1.16365,-1.1943,1.58487,0.29338000000000003,1.11406,1.3061200000000002,-0.21711999999999998,-0.21575,0
1084,-0.9519700000000001,-0.48246000000000006,1.16365,-0.24649000000000001,0.47617,-0.31776,0.28783000000000003,-0.52745,-0.21711999999999998,-0.21575,1
1085,-0.9519700000000001,0.48246000000000006,1.16365,0.62967,1.11406,-0.8473200000000001,-0.45321000000000006,-1.25773,-0.71126,-0.8463700000000001,0
1086,-0.9519700000000001,0.48246000000000006,0.45468000000000003,-0.051879999999999996,-0.15487,0.44585,0.28783000000000003,0.41594,-1.37983,-0.21575,1
1087,-0.9519700000000001,0.48246000000000006,1.16365,-0.24649000000000001,0.47617,0.8830899999999999,-0.15487,1.81175,0.52975,0.40148,0
1088,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.14882,-0.15487,0.58331,0.43851999999999997,0.5848899999999999,-0.71126,0.40148,1
1089,-0.9519700000000001,0.48246000000000006,1.16365,-0.051879999999999996,0.9624799999999999,2.1532400000000003,-0.30172,0.25953000000000004,-1.37983,-0.52593,0
1090,-0.9519700000000001,0.48246000000000006,1.16365,0.52135,0.47617,-0.019280000000000002,-0.30172,0.25953000000000004,0.19268,-0.52593,1
1091,-0.07854,0.48246000000000006,1.16365,-0.46725,-0.15487,0.29338000000000003,0.59042,0.9394899999999999,0.19268,-0.8463700000000001,0
1092,-0.07854,0.48246000000000006,0.45468000000000003,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654,1
1093,-0.9519700000000001,0.48246000000000006,1.16365,0.62967,1.45421,-0.17779,2.4626200000000003,-0.52745,1.29221,0.40148,0
1094,1.09449,0.48246000000000006,-1.7379,-0.46725,0.63779,-1.1190200000000001,1.11406,0.12330999999999999,0.19268,-0.52593,1
1095,-0.9519700000000001,-0.48246000000000006,0.45468000000000003,-1.69163,-0.80615,-0.58331,-1.21213,-1.25773,0.19268,0.7654,1
1096,-0.07854,0.48246000000000006,0.45468000000000003,-1.43907,1.74091,-0.8473200000000001,-0.60633,0.5848899999999999,0.88113,0.40148,1
1097,0.49788000000000004,-0.48246000000000006,1.16365,-0.46725,0.9624799999999999,0.14143,-0.01729,0.9394899999999999,0.88113,-0.21575,0
1098,-0.07854,-0.48246000000000006,1.16365,1.13281,-1.09207,-0.8473200000000001,-0.01729,0.12330999999999999,-0.21711999999999998,-2.07848,1
1099,-0.9519700000000001,-0.48246000000000006,-1.22751,-0.58016,-0.69509,1.6565299999999998,1.81866,-1.13788,-0.21711999999999998,-0.52593,1
1100,-0.07854,-0.48246000000000006,-0.6111300000000001,-0.92104,0.0033200000000000005,0.7233,0.13136,-0.65253,0.88113,0.07987000000000001,1
1101,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,0.04257,-0.43998999999999994,-0.019280000000000002,-0.91699,-0.65253,-1.37983,-0.21575,1
1102,-0.9519700000000001,0.48246000000000006,1.16365,-1.32828,1.2861,0.29338000000000003,0.43851999999999997,0.5848899999999999,-0.21711999999999998,0.40148,1
1103,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.58016,0.47617,-0.17779,0.28783000000000003,-1.7816900000000002,0.19268,0.7654,1
1104,-0.9519700000000001,0.48246000000000006,0.45468000000000003,0.31287,-0.15487,-0.58331,-0.30172,1.3061200000000002,-0.71126,-0.52593,1
1105,-0.9519700000000001,0.48246000000000006,1.16365,-0.79151,-0.15487,-0.17779,-0.45321000000000006,-0.40581,-0.21711999999999998,1.2247,1
1106,-0.9519700000000001,0.48246000000000006,-1.22751,-1.05308,0.32197,1.8851099999999998,-0.91699,-1.7816900000000002,0.19268,0.7654,1
1107,-0.07854,-0.48246000000000006,-0.6111300000000001,-1.1943,-1.09207,0.7233,-1.21213,-2.04506,-1.37983,0.07987000000000001,1
1108,-0.07854,0.48246000000000006,1.98437,-0.14882,-0.30033000000000004,-0.45174,2.23427,1.6308799999999999,-1.37983,0.07987000000000001,1
1109,-0.07854,0.48246000000000006,-0.6111300000000001,1.98437,-0.30033000000000004,0.44585,-1.21213,-1.0145,0.19268,0.7654,1
1110,-0.9519700000000001,-0.48246000000000006,0.45468000000000003,1.13281,1.11406,1.0623799999999999,-0.15487,-0.52745,1.8620299999999999,1.92173,1
1111,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-0.92104,1.74091,1.43533,1.2861,-0.27607,0.19268,0.40148,1
1112,1.09449,-0.48246000000000006,-0.6111300000000001,2.4626200000000003,-1.50796,-1.82919,0.13136,-1.6410099999999999,0.88113,-0.52593,1
1113,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,0.22393000000000002,-0.15487,-0.31776,2.23427,1.46191,-1.37983,-1.18084,1
1114,1.09449,-0.48246000000000006,1.98437,0.41667,-0.43998999999999994,0.58331,0.28783000000000003,-1.25773,1.29221,0.07987000000000001,1
1115,-0.9519700000000001,-0.48246000000000006,-1.22751,-0.92104,-1.23177,-0.71727,-1.07533,0.5848899999999999,-0.71126,-0.52593,1
1116,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-3.4643599999999997,0.47617,-0.019280000000000002,1.2861,2.04506,-0.21711999999999998,0.7654,1
1117,1.09449,-0.48246000000000006,-1.7379,0.52135,-0.57545,0.44585,-2.5383,-0.27607,0.88113,-0.21575,1
1118,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.9109299999999999,0.0033200000000000005,1.24033,-0.15487,-1.3850200000000001,1.29221,0.40148,1
1119,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.6038299999999999,-1.23177,-0.17779,-0.91699,-0.65253,-0.71126,-0.21575,1
1120,-0.07854,0.48246000000000006,0.45468000000000003,-1.69163,2.57309,2.90161,1.11406,-0.27607,0.52975,1.92173,1
1121,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.02119,-0.43998999999999994,-0.019280000000000002,-1.772,-1.0145,0.88113,0.7654,1
1122,-0.07854,-0.48246000000000006,0.45468000000000003,-1.05308,1.2861,0.44585,0.43851999999999997,0.7583,0.19268,-0.21575,1
1123,-0.07854,-0.48246000000000006,-0.6111300000000001,-0.34799,-2.44904,-1.2755299999999998,-0.7609600000000001,-0.27607,0.19268,0.7654,1
1124,-0.9519700000000001,-0.48246000000000006,-1.7379,-0.051879999999999996,-1.92173,1.6565299999999998,-0.01729,-0.40581,-0.71126,-0.52593,1
1125,-0.07854,-0.48246000000000006,-0.059210000000000006,0.73545,-0.9477899999999999,-1.1190200000000001,-0.01729,-1.25773,0.52975,-0.52593,1
1126,-0.07854,-0.48246000000000006,-1.22751,-1.05308,0.0033200000000000005,-2.39883,0.43851999999999997,-0.00665,1.29221,0.07987000000000001,1
1127,-0.07854,-0.48246000000000006,-0.059210000000000006,1.37297,-1.37639,-0.45174,-0.15487,-2.30408,-0.21711999999999998,-0.21575,1
1128,1.82213,-0.48246000000000006,-1.43719,0.52135,-0.43998999999999994,-0.58331,-1.6209,0.5848899999999999,-0.21711999999999998,0.07987000000000001,1
1129,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.37297,-0.9477899999999999,0.7233,0.28783000000000003,-0.78155,0.52975,1.2247,1
1130,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.02119,-2.03972,-0.71727,1.11406,-1.25773,0.88113,0.40148,1
1131,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,-1.5507799999999998,-1.23177,0.8830899999999999,1.6110799999999998,-1.7816900000000002,-0.21711999999999998,0.40148,1
1132,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.41667,0.16767,-0.17779,-0.01729,-1.92173,1.29221,0.7654,1
1133,-0.07854,0.48246000000000006,-0.059210000000000006,2.28554,0.80523,0.7233,-2.07848,-1.7816900000000002,1.8620299999999999,1.92173,1
1134,-0.07854,-0.48246000000000006,1.16365,0.62967,-0.69509,0.14143,-1.21213,-0.27607,-0.21711999999999998,-0.21575,1
1135,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-1.32828,0.16767,1.6565299999999998,1.11406,0.25953000000000004,1.29221,0.7654,1
1136,-0.9519700000000001,-0.48246000000000006,1.16365,0.41667,1.2861,-1.1190200000000001,-0.91699,-0.52745,1.8620299999999999,0.40148,1
1137,-0.9519700000000001,-0.48246000000000006,-1.22751,1.37297,0.63779,-0.31776,-1.34289,-1.6410099999999999,1.29221,1.2247,1
1138,-0.07854,0.48246000000000006,1.98437,-0.051879999999999996,0.32197,-0.8473200000000001,-0.01729,0.41594,-1.37983,-0.8463700000000001,0
1139,-0.07854,0.48246000000000006,0.45468000000000003,0.31287,-1.92173,-0.019280000000000002,0.59042,-1.25773,-0.21711999999999998,-0.8463700000000001,0
1140,-0.07854,-0.48246000000000006,-0.6111300000000001,0.52135,-1.23177,0.44585,-3.15735,-0.52745,1.8620299999999999,1.2247,1
1141,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,-0.92104,0.47617,0.14143,1.45039,-0.27607,-0.21711999999999998,1.2247,1
1142,-0.07854,0.48246000000000006,0.45468000000000003,1.6038299999999999,-1.6334,0.7233,-1.07533,-1.5184,0.52975,1.2247,1
1143,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,0.41667,-1.23177,0.14143,-0.15487,0.5848899999999999,0.52975,0.07987000000000001,1
1144,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,1.98437,-1.92173,1.24033,1.45039,-1.13788,-0.21711999999999998,1.2247,1
1145,1.09449,-0.48246000000000006,0.45468000000000003,0.22393000000000002,-1.09207,-0.71727,-0.30172,-0.65253,0.19268,-0.8463700000000001,1
1146,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,1.6038299999999999,-0.80615,-0.71727,-1.21213,-2.18109,-0.21711999999999998,0.07987000000000001,1
1147,-0.07854,-0.48246000000000006,1.16365,0.22393000000000002,-0.69509,0.29338000000000003,-0.01729,-1.0145,-0.71126,-1.18084,1
1148,-0.07854,-0.48246000000000006,0.45468000000000003,-2.75696,-0.43998999999999994,-1.1190200000000001,-1.47955,0.9394899999999999,-0.21711999999999998,0.07987000000000001,1
1149,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,1.8399,-0.9477899999999999,0.14143,-1.47955,-1.25773,0.88113,-0.52593,1
1150,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.13606,0.16767,0.14143,-0.60633,-0.65253,0.52975,1.92173,1
1151,1.09449,0.48246000000000006,-1.22751,-0.58016,0.63779,-0.31776,0.43851999999999997,0.9394899999999999,-0.71126,-0.52593,1
1152,-0.07854,-0.48246000000000006,-0.6111300000000001,1.23461,-0.43998999999999994,0.58331,1.11406,0.41594,0.19268,0.40148,1
1153,0.49788000000000004,0.48246000000000006,0.45468000000000003,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,0.88113,-0.8463700000000001,1
1154,1.82213,0.48246000000000006,1.16365,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173,0
1155,-0.9519700000000001,-0.48246000000000006,-1.22751,0.52135,-0.80615,-0.17779,-0.15487,-1.92173,0.52975,1.2247,1
1156,-0.9519700000000001,0.48246000000000006,1.16365,0.41667,0.16767,0.29338000000000003,0.7609600000000001,-0.52745,0.19268,0.7654,1
1157,-0.9519700000000001,-0.48246000000000006,1.98437,-0.92104,1.74091,1.6565299999999998,1.6110799999999998,-0.52745,-0.21711999999999998,1.2247,1
1158,-0.9519700000000001,0.48246000000000006,-0.6111300000000001,0.22393000000000002,-0.15487,-0.31776,-0.60633,0.41594,-0.21711999999999998,-0.52593,1
1159,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.62967,1.9388599999999998,1.8851099999999998,0.43851999999999997,-0.40581,1.29221,0.7654,1
1160,1.09449,-0.48246000000000006,-0.059210000000000006,-0.46725,0.0033200000000000005,-0.31776,-1.21213,0.9394899999999999,-0.71126,0.40148,1
1161,-0.07854,0.48246000000000006,0.45468000000000003,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,1
1162,-0.9519700000000001,-0.48246000000000006,-1.43719,0.82562,-1.09207,-1.42424,-0.91699,0.12330999999999999,0.52975,0.7654,1
1163,-0.9519700000000001,-0.48246000000000006,-0.6111300000000001,0.04257,-0.15487,1.6565299999999998,0.13136,0.25953000000000004,0.52975,1.92173,1
1164,-0.07854,0.48246000000000006,1.98437,-0.14882,-0.9477899999999999,0.29338000000000003,0.9415600000000001,2.04506,-0.71126,-0.52593,0
1165,-0.07854,-0.48246000000000006,-1.43719,-0.34799,0.32197,-0.019280000000000002,0.13136,0.41594,0.19268,0.07987000000000001,1
1166,-0.07854,-0.48246000000000006,-0.6111300000000001,0.82562,-1.09207,0.44585,-0.60633,1.1340700000000001,0.88113,-0.21575,1
1167,0.49788000000000004,-0.48246000000000006,0.45468000000000003,-0.34799,-0.57545,0.8830899999999999,0.7609600000000001,-1.7816900000000002,1.8620299999999999,1.92173,1
1168,-0.07854,-0.48246000000000006,0.45468000000000003,0.52135,-0.9477899999999999,1.0623799999999999,-0.30172,0.5848899999999999,-0.21711999999999998,0.07987000000000001,1
